,Unnamed: 0,checking_balance,months_loan_duration,credit_history,amount,savings_balance,employment_duration,percent_of_income,years_at_residence,age,existing_loans_count,dependents,default,purpose_business,purpose_car,purpose_education,purpose_furniture/appliances,purpose_renovations,other_credit_bank,other_credit_none,other_credit_store,housing_other,housing_own,housing_rent,job_management,job_skilled,job_unemployed,job_unskilled,phone_no,phone_yes
192,192,0.0,27,1.0,3915,2.0,0.0,4,2,36,1,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
193,193,3.0,6,1.0,2108,2.0,1.0,2,2,29,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
194,194,0.0,45,1.0,3031,0.0,0.0,4,4,21,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
195,195,0.0,9,0.0,1501,2.0,3.0,2,3,34,2,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
196,196,3.0,6,0.0,1382,2.0,0.0,1,1,28,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
197,197,0.0,12,1.0,951,0.0,2.0,4,4,27,4,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
198,198,0.0,24,1.0,2760,4.0,3.0,4,4,36,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
199,199,0.0,18,3.0,4297,2.0,3.0,4,3,40,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
200,200,3.0,9,0.0,936,1.0,3.0,4,2,52,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
201,201,1.0,12,1.0,1168,2.0,0.0,4,3,27,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
202,202,3.0,27,3.0,5117,2.0,1.0,3,4,26,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
203,203,1.0,12,1.0,902,2.0,1.0,4,4,21,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
204,204,3.0,12,0.0,1495,2.0,3.0,4,1,38,2,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
205,205,1.0,30,0.0,10623,2.0,3.0,3,4,38,3,2,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
206,206,3.0,12,0.0,1935,2.0,3.0,4,4,43,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
207,207,0.0,12,0.0,1424,2.0,1.0,4,3,26,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
208,208,1.0,24,1.0,6568,2.0,0.0,2,2,21,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
209,209,3.0,12,1.0,1413,3.0,1.0,3,2,55,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
210,210,3.0,9,0.0,3074,4.0,0.0,1,2,33,2,2,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
211,211,3.0,36,1.0,3835,4.0,3.0,2,4,45,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
212,212,1.0,27,2.0,5293,2.0,4.0,2,4,50,2,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
213,213,2.0,30,3.0,1908,2.0,3.0,4,4,66,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
214,214,3.0,36,0.0,3342,4.0,3.0,4,2,51,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
215,215,0.0,6,0.0,932,4.0,1.0,1,3,39,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0
216,216,1.0,18,2.0,3104,2.0,1.0,3,1,31,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
217,217,2.0,36,1.0,3913,2.0,0.0,2,2,23,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
218,218,1.0,24,1.0,3021,2.0,0.0,2,2,24,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
219,219,3.0,10,1.0,1364,2.0,0.0,2,4,64,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
220,220,0.0,12,1.0,625,2.0,2.0,4,1,26,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0
221,221,1.0,12,1.0,1200,4.0,0.0,4,4,23,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
222,222,3.0,12,1.0,707,2.0,0.0,4,2,30,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
223,223,3.0,24,3.0,2978,4.0,0.0,4,4,32,2,2,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
224,224,3.0,15,1.0,4657,2.0,0.0,3,2,30,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
225,225,3.0,36,2.0,2613,2.0,0.0,4,2,27,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
226,226,0.0,48,1.0,10961,3.0,1.0,1,2,27,2,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
227,227,1.0,12,1.0,7865,2.0,3.0,4,4,53,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
228,228,3.0,9,1.0,1478,2.0,1.0,4,2,22,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
229,229,1.0,24,1.0,3149,2.0,2.0,4,1,22,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
230,230,2.0,36,1.0,4210,2.0,0.0,4,2,26,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
231,231,3.0,9,1.0,2507,1.0,3.0,2,4,51,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
232,232,3.0,12,1.0,2141,0.0,1.0,3,1,35,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
233,233,0.0,18,1.0,866,2.0,0.0,4,2,25,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
234,234,3.0,4,0.0,1544,2.0,1.0,2,1,42,3,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
235,235,1.0,24,1.0,1823,2.0,4.0,4,2,30,1,2,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
236,236,0.0,6,1.0,14555,4.0,4.0,1,2,23,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
237,237,0.0,21,1.0,2767,0.0,3.0,4,2,61,2,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
238,238,3.0,12,0.0,1291,2.0,0.0,4,2,35,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
239,239,1.0,30,1.0,2522,2.0,3.0,1,3,39,1,2,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
240,240,1.0,24,1.0,915,4.0,3.0,4,2,29,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
241,241,3.0,6,1.0,1595,2.0,1.0,3,2,51,1,2,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
242,242,1.0,48,2.0,4605,2.0,3.0,3,4,24,2,2,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
243,243,3.0,12,0.0,1185,2.0,0.0,3,2,27,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
244,244,3.0,12,4.0,3447,1.0,0.0,4,3,35,1,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0
245,245,3.0,24,1.0,1258,2.0,1.0,4,1,25,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
246,246,3.0,12,0.0,717,2.0,3.0,4,4,52,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
247,247,3.0,6,2.0,1204,0.0,0.0,4,1,35,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
248,248,2.0,24,1.0,1925,2.0,0.0,2,2,26,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
249,249,3.0,18,1.0,433,2.0,4.0,3,4,22,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
250,250,1.0,6,0.0,666,3.0,1.0,3,4,39,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
251,251,2.0,12,1.0,2251,2.0,0.0,1,2,46,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
252,252,0.0,30,1.0,2150,2.0,0.0,4,2,24,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
253,253,3.0,24,3.0,4151,0.0,0.0,2,3,35,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
254,254,0.0,9,1.0,2030,4.0,1.0,2,1,24,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
255,255,0.0,60,3.0,7418,4.0,0.0,1,1,27,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
256,256,3.0,24,0.0,2684,2.0,0.0,4,2,35,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
257,257,1.0,12,4.0,2149,2.0,0.0,4,1,29,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
258,258,3.0,15,1.0,3812,0.0,2.0,1,4,23,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
259,259,3.0,11,0.0,1154,0.0,4.0,4,4,57,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
260,260,1.0,12,1.0,1657,2.0,0.0,2,2,27,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
261,261,1.0,24,1.0,1603,2.0,3.0,4,4,55,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
262,262,1.0,18,0.0,5302,2.0,3.0,2,4,36,3,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
263,263,3.0,12,0.0,2748,2.0,3.0,2,4,57,3,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0
264,264,3.0,10,0.0,1231,2.0,3.0,3,4,32,2,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
265,265,0.0,15,1.0,802,2.0,3.0,4,3,37,1,2,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
266,266,3.0,36,0.0,6304,4.0,3.0,4,4,36,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
267,267,3.0,24,1.0,1533,2.0,2.0,4,3,38,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
268,268,1.0,14,1.0,8978,2.0,3.0,1,4,45,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
269,269,3.0,24,1.0,999,4.0,3.0,4,2,25,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
270,270,3.0,18,1.0,2662,4.0,1.0,4,3,32,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
271,271,3.0,12,0.0,1402,1.0,1.0,3,4,37,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
272,272,0.0,48,4.0,12169,4.0,4.0,4,4,36,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
273,273,0.0,48,1.0,3060,2.0,1.0,4,4,28,2,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
274,274,1.0,30,1.0,11998,2.0,2.0,1,1,34,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1
275,275,3.0,9,1.0,2697,2.0,0.0,1,2,32,1,2,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
276,276,3.0,18,0.0,2404,2.0,0.0,2,2,26,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
277,277,1.0,12,1.0,1262,4.0,3.0,2,4,49,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
278,278,3.0,6,1.0,4611,2.0,2.0,1,4,32,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
279,279,3.0,24,1.0,1901,0.0,0.0,4,4,29,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
280,280,3.0,15,0.0,3368,3.0,3.0,3,4,23,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
281,281,3.0,12,1.0,1574,2.0,0.0,4,2,50,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
282,282,2.0,18,4.0,1445,4.0,1.0,4,4,49,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0
283,283,3.0,15,0.0,1520,4.0,3.0,4,4,63,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
284,284,0.0,24,0.0,3878,0.0,2.0,4,2,37,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
285,285,1.0,47,1.0,10722,2.0,2.0,1,1,35,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
286,286,1.0,48,1.0,4788,2.0,1.0,4,3,26,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
287,287,0.0,48,3.0,7582,0.0,4.0,2,4,31,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
288,288,0.0,12,1.0,1092,2.0,0.0,4,4,49,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
289,289,1.0,24,3.0,1024,2.0,2.0,4,4,48,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
290,290,3.0,12,1.0,1076,2.0,0.0,2,2,26,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
291,291,0.0,36,1.0,9398,2.0,2.0,1,4,28,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
292,292,1.0,24,0.0,6419,2.0,3.0,2,4,44,2,2,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
293,293,2.0,42,0.0,4796,2.0,3.0,4,4,56,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
294,294,3.0,48,0.0,7629,4.0,3.0,4,2,46,2,2,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
295,295,0.0,48,1.0,9960,2.0,2.0,1,2,26,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
296,296,3.0,12,1.0,4675,4.0,2.0,1,4,20,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
297,297,3.0,10,1.0,1287,4.0,3.0,4,2,45,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
298,298,3.0,18,1.0,2515,2.0,0.0,3,4,43,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
299,299,0.0,21,0.0,2745,3.0,1.0,3,2,32,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
300,300,3.0,6,1.0,672,2.0,4.0,1,4,54,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
301,301,0.0,36,2.0,3804,2.0,0.0,4,1,42,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
302,302,2.0,24,0.0,1344,4.0,1.0,4,2,37,2,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
303,303,1.0,10,0.0,1038,2.0,1.0,4,3,49,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
304,304,3.0,48,0.0,10127,1.0,0.0,2,2,44,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
305,305,3.0,6,1.0,1543,3.0,0.0,4,2,33,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
306,306,3.0,30,1.0,4811,4.0,1.0,2,4,24,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
307,307,1.0,12,1.0,727,0.0,2.0,4,3,33,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
308,308,0.0,8,1.0,1237,2.0,0.0,3,4,24,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
309,309,0.0,9,1.0,276,2.0,0.0,4,4,22,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
310,310,0.0,48,1.0,5381,4.0,4.0,3,4,40,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
311,311,3.0,24,1.0,5511,0.0,0.0,4,1,25,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
312,312,2.0,24,1.0,3749,2.0,2.0,2,4,26,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
313,313,0.0,12,1.0,685,2.0,1.0,2,3,25,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
314,314,2.0,4,1.0,1494,4.0,2.0,1,2,29,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
315,315,1.0,36,4.0,2746,2.0,3.0,4,4,31,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
316,316,1.0,12,1.0,708,2.0,0.0,2,3,38,1,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
317,317,0.0,24,1.0,4351,4.0,0.0,1,4,48,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
318,318,3.0,12,0.0,701,2.0,0.0,4,2,32,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
319,319,1.0,15,3.0,3643,2.0,3.0,1,4,27,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
320,320,0.0,30,0.0,4249,2.0,4.0,4,2,28,2,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
321,321,1.0,24,1.0,1938,2.0,2.0,4,3,32,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
322,322,1.0,24,1.0,2910,2.0,1.0,2,1,34,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
323,323,1.0,18,1.0,2659,3.0,0.0,4,2,28,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
324,324,3.0,18,0.0,1028,2.0,0.0,4,3,36,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
325,325,1.0,8,0.0,3398,2.0,1.0,1,4,39,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
326,326,3.0,12,0.0,5801,4.0,3.0,2,4,49,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
327,327,3.0,24,1.0,1525,3.0,1.0,4,3,34,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
328,328,2.0,36,1.0,4473,2.0,3.0,4,2,31,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
329,329,0.0,6,1.0,1068,2.0,3.0,4,4,28,1,2,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
330,330,1.0,24,0.0,6615,2.0,4.0,2,4,75,2,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
331,331,3.0,18,0.0,1864,0.0,0.0,4,2,30,2,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
332,332,0.0,60,1.0,7408,0.0,2.0,4,2,24,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
333,333,3.0,48,0.0,11590,0.0,0.0,2,4,24,2,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
334,334,1.0,24,2.0,4110,2.0,3.0,3,4,23,2,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
335,335,1.0,6,0.0,3384,2.0,0.0,1,4,44,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
336,336,0.0,13,1.0,2101,2.0,2.0,2,4,23,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
337,337,1.0,15,1.0,1275,4.0,0.0,4,2,24,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
338,338,1.0,24,1.0,4169,2.0,0.0,4,4,28,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
339,339,0.0,10,1.0,1521,2.0,0.0,4,2,31,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
340,340,0.0,24,0.0,5743,2.0,2.0,2,4,24,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
341,341,1.0,21,1.0,3599,2.0,1.0,1,4,26,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
342,342,0.0,18,1.0,3213,1.0,2.0,1,3,25,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
343,343,0.0,18,1.0,4439,2.0,3.0,1,1,33,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
344,344,2.0,10,1.0,3949,2.0,2.0,1,1,37,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
345,345,3.0,15,0.0,1459,2.0,0.0,4,2,43,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
346,346,0.0,13,0.0,882,2.0,2.0,4,4,23,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
347,347,0.0,24,1.0,3758,1.0,4.0,1,4,23,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
348,348,3.0,6,3.0,1743,0.0,0.0,1,2,34,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
349,349,0.0,9,0.0,1136,3.0,3.0,4,3,32,2,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
350,350,3.0,9,1.0,1236,2.0,2.0,1,4,23,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
351,351,0.0,9,1.0,959,2.0,0.0,1,2,29,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
352,352,3.0,18,0.0,3229,4.0,4.0,2,4,38,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
353,353,1.0,12,2.0,6199,2.0,0.0,4,2,28,2,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
354,354,3.0,10,1.0,727,1.0,3.0,4,4,46,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
355,355,0.0,24,1.0,1246,2.0,2.0,4,2,23,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
356,356,3.0,12,0.0,2331,4.0,3.0,1,4,49,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
357,357,3.0,36,3.0,4463,2.0,0.0,4,2,26,2,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
358,358,3.0,12,1.0,776,2.0,0.0,4,2,28,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
359,359,1.0,30,1.0,2406,2.0,1.0,4,4,23,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
360,360,0.0,18,1.0,1239,4.0,0.0,4,4,61,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
361,361,2.0,12,1.0,3399,4.0,3.0,2,3,37,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
362,362,2.0,12,3.0,2247,2.0,0.0,2,2,36,2,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
363,363,3.0,6,1.0,1766,2.0,0.0,1,2,21,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
364,364,1.0,18,1.0,2473,2.0,4.0,4,1,25,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
365,365,3.0,12,1.0,1542,2.0,1.0,2,4,36,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
366,366,3.0,18,0.0,3850,2.0,1.0,3,1,27,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
367,367,1.0,18,1.0,3650,2.0,2.0,1,4,22,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
368,368,1.0,36,1.0,3446,2.0,3.0,4,2,42,1,2,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
369,369,0.0,18,1.0,3001,2.0,1.0,2,4,40,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
370,370,3.0,36,1.0,3079,4.0,0.0,4,4,36,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
371,371,3.0,18,0.0,6070,2.0,3.0,3,4,33,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
372,372,3.0,10,0.0,2146,2.0,2.0,1,3,23,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
373,373,3.0,60,0.0,13756,4.0,3.0,2,4,63,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
374,374,0.0,60,4.0,14782,0.0,3.0,3,4,60,2,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
375,375,1.0,48,4.0,7685,2.0,1.0,2,4,37,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
376,376,3.0,18,3.0,2320,2.0,4.0,2,3,34,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
377,377,3.0,7,3.0,846,4.0,3.0,3,4,36,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
378,378,0.0,36,1.0,14318,2.0,3.0,4,2,57,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
379,379,3.0,6,0.0,362,0.0,0.0,4,4,52,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
380,380,1.0,20,1.0,2212,4.0,1.0,4,4,39,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
381,381,0.0,18,1.0,12976,2.0,4.0,3,4,38,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
382,382,3.0,22,1.0,1283,4.0,1.0,4,4,25,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
383,383,2.0,12,1.0,1330,2.0,2.0,4,1,26,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
384,384,3.0,30,3.0,4272,0.0,0.0,2,2,26,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
385,385,3.0,18,0.0,2238,2.0,0.0,2,1,25,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
