,Unnamed: 0,checking_balance,credit_history,savings_balance,employment_duration,percent_of_income,years_at_residence,age,existing_loans_count,dependents,default,purpose_business,purpose_car,purpose_education,purpose_furniture/appliances,purpose_renovations,other_credit_bank,other_credit_none,other_credit_store,housing_other,housing_own,housing_rent,job_management,job_skilled,job_unemployed,job_unskilled,phone_no,phone_yes,amount_per_duration
121,121,3.0,0.0,2.0,3.0,0.8560718714877069,-0.6327891776749888,0.6286235977106901,1.1247212753708395,-0.42828956637154025,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,2.566346701193034
122,122,3.0,1.0,2.0,0.0,0.16805797696524175,-0.6327891776749888,-1.152509286646336,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,2.9155233308624595
123,123,2.0,0.0,2.0,3.0,0.8560718714877069,0.9743938655526208,2.0747418117368004,1.1247212753708395,-0.42828956637154025,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,2.778209213770563
124,124,0.0,1.0,4.0,2.0,0.8560718714877069,0.27232937388945866,-0.7634270526194575,-0.7325582680165651,-0.42828956637154025,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,2.5684625493114654
125,125,1.0,0.0,2.0,0.0,0.8560718714877069,-0.6327891776749888,-0.4139847381682897,1.1247212753708395,-0.42828956637154025,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2.986458308383501
126,126,1.0,1.0,2.0,0.0,0.8560718714877069,-0.6327891776749888,0.5458914176138353,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,2.555190177521504
127,127,0.0,1.0,2.0,0.0,0.8560718714877069,-0.6327891776749888,-0.4139847381682897,-0.7325582680165651,-0.42828956637154025,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.5191406440665416
128,128,0.0,0.0,2.0,4.0,0.8560718714877069,-0.6327891776749888,0.0026737030614956935,1.1247212753708395,-0.42828956637154025,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,2.9352896324211937
129,129,1.0,0.0,2.0,0.0,0.16805797696524175,-0.6327891776749888,-0.5265593919971416,1.1247212753708395,-0.42828956637154025,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,3.1815514110398486
130,130,0.0,1.0,4.0,1.0,-1.9691083823833906,-0.6327891776749888,-1.152509286646336,-0.7325582680165651,-0.42828956637154025,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2.3244672126011587
131,131,1.0,3.0,2.0,0.0,0.8560718714877069,0.27232937388945866,-0.5265593919971416,-0.7325582680165651,-0.42828956637154025,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,2.4474486155338724
132,132,3.0,1.0,2.0,2.0,-0.7189462043616851,0.27232937388945866,-0.7634270526194575,1.1247212753708395,-0.42828956637154025,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,2.850886169550504
133,133,3.0,1.0,2.0,0.0,0.8560718714877069,0.9743938655526208,1.0870661571944273,1.1247212753708395,-0.42828956637154025,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,2.578886588191733
134,134,3.0,1.0,0.0,1.0,-0.7189462043616851,0.9743938655526208,-1.5913892898469044,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,2.2439842615105365
135,135,3.0,0.0,4.0,3.0,0.8560718714877069,-0.6327891776749888,0.3741946745597562,1.1247212753708395,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,2.7773151795303748
136,136,3.0,3.0,3.0,0.0,-0.7189462043616851,-0.6327891776749888,-0.7634270526194575,1.1247212753708395,-0.42828956637154025,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2.719264090167632
137,137,0.0,1.0,1.0,0.0,0.8560718714877069,0.27232937388945866,2.2320159967368913,-0.7325582680165651,-0.42828956637154025,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,2.5897146008142444
138,138,0.0,0.0,4.0,1.0,0.8560718714877069,-0.6327891776749888,0.09939050265205127,2.442482082600276,-0.42828956637154025,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,2.8535391698185353
139,139,2.0,1.0,2.0,0.0,-0.7189462043616851,-0.6327891776749888,0.8654912583330046,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,2.9396644024221805
140,140,2.0,1.0,3.0,2.0,-0.7189462043616851,-0.6327891776749888,-0.7634270526194575,-0.7325582680165651,-0.42828956637154025,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,3.3738787853193632
141,141,0.0,1.0,2.0,2.0,0.8560718714877069,-1.9084821266066496,-0.4139847381682897,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,2.3471975052296017
142,142,1.0,1.0,2.0,0.0,0.16805797696524175,-0.6327891776749888,-0.7634270526194575,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,2.4417823777831336
143,143,1.0,1.0,2.0,0.0,-0.7189462043616851,-0.6327891776749888,-1.4387766389488574,-0.7325582680165651,-0.42828956637154025,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2.6521641145816086
144,144,3.0,0.0,2.0,2.0,0.8560718714877069,0.9743938655526208,-1.292660147678095,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,2.502673592058821
145,145,0.0,4.0,0.0,1.0,0.8560718714877069,-0.6327891776749888,-0.4139847381682897,-0.7325582680165651,-0.42828956637154025,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2.1017106543510775
146,146,1.0,0.0,2.0,3.0,-1.9691083823833906,0.9743938655526208,0.46111626254523286,1.1247212753708395,-0.42828956637154025,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,3.472973563403533
147,147,3.0,0.0,0.0,1.0,0.8560718714877069,0.27232937388945866,1.3618703291021321,1.1247212753708395,-0.42828956637154025,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,2.544492678026942
148,148,1.0,0.0,2.0,0.0,0.16805797696524175,-0.6327891776749888,-0.6429508548224555,1.1247212753708395,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2.378607258715986
149,149,3.0,0.0,3.0,3.0,0.8560718714877069,0.9743938655526208,1.0147851855905983,1.1247212753708395,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2.5020308153801865
150,150,3.0,1.0,0.0,3.0,-0.7189462043616851,0.9743938655526208,0.7094089564688949,-0.7325582680165651,2.334868926348074,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,3.702963972878452
151,151,3.0,1.0,2.0,0.0,-1.9691083823833906,0.9743938655526208,0.3741946745597562,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,3.153883045899728
152,152,2.0,1.0,2.0,0.0,0.8560718714877069,-1.9084821266066496,-1.152509286646336,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2.40216648378228
153,153,0.0,0.0,3.0,3.0,-0.7189462043616851,0.9743938655526208,-0.5265593919971416,-0.7325582680165651,-0.42828956637154025,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,2.78252695232836
154,154,0.0,3.0,0.0,1.0,0.8560718714877069,0.9743938655526208,0.1934571906955732,-0.7325582680165651,-0.42828956637154025,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,2.7491223644499154
155,155,1.0,1.0,2.0,0.0,-0.7189462043616851,0.9743938655526208,-1.7511027071618321,-0.7325582680165651,-0.42828956637154025,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,2.7902914900817724
156,156,1.0,0.0,0.0,3.0,0.16805797696524175,0.9743938655526208,1.1578566927693275,1.1247212753708395,2.334868926348074,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,3.1102529173534026
157,157,1.0,4.0,2.0,3.0,0.8560718714877069,-1.9084821266066496,0.9409496659236648,-0.7325582680165651,-0.42828956637154025,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,2.2725382864396835
158,158,0.0,1.0,0.0,1.0,-0.7189462043616851,0.27232937388945866,0.3741946745597562,1.1247212753708395,-0.42828956637154025,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,2.536359305690246
159,159,3.0,0.0,4.0,0.0,-1.9691083823833906,-0.6327891776749888,0.0026737030614956935,1.1247212753708395,2.334868926348074,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,3.8794610914985777
160,160,3.0,0.0,0.0,3.0,0.16805797696524175,0.9743938655526208,0.1934571906955732,-0.7325582680165651,2.334868926348074,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,2.4738798550283763
161,161,3.0,0.0,2.0,2.0,0.8560718714877069,-1.9084821266066496,-0.4139847381682897,1.1247212753708395,-0.42828956637154025,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2.364539905064425
162,162,3.0,1.0,1.0,1.0,0.8560718714877069,0.27232937388945866,0.1934571906955732,1.1247212753708395,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,2.5756597309468883
163,163,0.0,1.0,2.0,4.0,-0.7189462043616851,0.9743938655526208,2.4310989711009827,-0.7325582680165651,-0.42828956637154025,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,3.7102795294715496
164,164,3.0,1.0,1.0,3.0,0.8560718714877069,0.9743938655526208,0.1934571906955732,-0.7325582680165651,-0.42828956637154025,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1.8869009942465034
165,165,3.0,1.0,1.0,0.0,-1.9691083823833906,-0.6327891776749888,-0.19933863951675831,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,4.110849083446503
166,166,1.0,1.0,2.0,4.0,0.8560718714877069,-0.6327891776749888,-0.09684686911339761,-0.7325582680165651,-0.42828956637154025,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2.388142973420963
167,167,0.0,1.0,3.0,2.0,0.8560718714877069,-1.9084821266066496,-1.7511027071618321,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2.9634567970728685
168,168,3.0,1.0,2.0,1.0,-0.7189462043616851,0.9743938655526208,-1.01785597577039,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,2.574587280375728
169,169,0.0,0.0,2.0,3.0,0.8560718714877069,0.9743938655526208,-0.3049844931357204,1.1247212753708395,-0.42828956637154025,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,2.3512492185517644
170,170,1.0,2.0,2.0,3.0,0.8560718714877069,0.27232937388945866,-0.09684686911339761,1.1247212753708395,2.334868926348074,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,2.473325382715141
171,171,3.0,1.0,2.0,0.0,0.8560718714877069,-1.9084821266066496,-0.8882851518903232,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,2.5881866906473885
172,172,0.0,3.0,2.0,4.0,0.16805797696524175,-0.6327891776749888,0.0026737030614956935,-0.7325582680165651,-0.42828956637154025,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,2.3712892079978474
173,173,0.0,1.0,2.0,0.0,0.8560718714877069,-0.6327891776749888,-0.09684686911339761,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3.301840369395793
174,174,1.0,3.0,2.0,2.0,-0.7189462043616851,-1.9084821266066496,-0.8882851518903232,1.1247212753708395,-0.42828956637154025,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2.6320999775222975
175,175,3.0,4.0,4.0,4.0,0.8560718714877069,-1.9084821266066496,1.491441152982199,-0.7325582680165651,-0.42828956637154025,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,2.5977935726763604
176,176,1.0,1.0,2.0,0.0,-0.7189462043616851,-1.9084821266066496,0.7094089564688949,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3.062348642732187
177,177,1.0,0.0,1.0,3.0,0.8560718714877069,0.9743938655526208,1.4272669604430885,1.1247212753708395,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2.9939717978288027
178,178,3.0,1.0,2.0,1.0,0.8560718714877069,-0.6327891776749888,-0.3049844931357204,1.1247212753708395,2.334868926348074,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,2.956291697087871
179,179,1.0,0.0,2.0,3.0,0.8560718714877069,0.9743938655526208,2.180387665355762,1.1247212753708395,-0.42828956637154025,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2.054044577900141
180,180,3.0,3.0,2.0,2.0,-1.9691083823833906,-1.9084821266066496,-0.6429508548224555,1.1247212753708395,-0.42828956637154025,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2.538607117832182
181,181,0.0,3.0,2.0,0.0,-0.7189462043616851,-0.6327891776749888,-0.4139847381682897,1.1247212753708395,-0.42828956637154025,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,2.3268340585052094
182,182,1.0,4.0,4.0,0.0,0.8560718714877069,-0.6327891776749888,0.5458914176138353,1.1247212753708395,2.334868926348074,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,2.396381745718701
183,183,3.0,0.0,3.0,0.0,0.8560718714877069,0.9743938655526208,1.2952037812167485,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,2.558952409541528
184,184,0.0,0.0,2.0,3.0,0.8560718714877069,0.9743938655526208,0.1934571906955732,-0.7325582680165651,2.334868926348074,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,2.304543477728618
185,185,3.0,0.0,2.0,0.0,0.8560718714877069,-0.6327891776749888,-0.3049844931357204,1.1247212753708395,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2.6026128378759985
186,186,0.0,4.0,2.0,3.0,-0.7189462043616851,0.9743938655526208,2.6192676685563323,-0.7325582680165651,2.334868926348074,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,3.710117365111816
187,187,0.0,0.0,2.0,4.0,-0.7189462043616851,0.27232937388945866,2.3330003162538127,2.442482082600276,-0.42828956637154025,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,2.4953553685924943
188,188,1.0,1.0,0.0,1.0,0.8560718714877069,-1.9084821266066496,-1.7511027071618321,-0.7325582680165651,-0.42828956637154025,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2.539899149244791
189,189,0.0,2.0,2.0,0.0,-1.9691083823833906,0.9743938655526208,-0.09684686911339761,1.1247212753708395,-0.42828956637154025,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,2.7458102159165776
190,190,3.0,1.0,3.0,0.0,-0.7189462043616851,0.27232937388945866,1.5544377707065709,2.442482082600276,-0.42828956637154025,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,2.6195701222319316
191,191,0.0,2.0,0.0,1.0,0.8560718714877069,0.9743938655526208,0.0026737030614956935,-0.7325582680165651,2.334868926348074,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,2.1209943547360335
192,192,0.0,1.0,2.0,0.0,0.8560718714877069,-0.6327891776749888,0.1934571906955732,-0.7325582680165651,2.334868926348074,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,2.4826885559960497
193,193,3.0,1.0,2.0,1.0,-0.7189462043616851,-0.6327891776749888,-0.5265593919971416,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,3.9333620743972015
194,194,0.0,1.0,0.0,0.0,0.8560718714877069,0.9743938655526208,-1.5913892898469044,-0.7325582680165651,-0.42828956637154025,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,2.093948457568765
195,195,0.0,0.0,2.0,3.0,-0.7189462043616851,0.27232937388945866,0.0026737030614956935,1.1247212753708395,-0.42828956637154025,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3.1766699326681493
196,196,3.0,0.0,2.0,0.0,-1.9691083823833906,-1.9084821266066496,-0.6429508548224555,1.1247212753708395,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,3.7165181214434306
197,197,0.0,1.0,0.0,2.0,0.8560718714877069,0.9743938655526208,-0.7634270526194575,3.464616773864859,-0.42828956637154025,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,2.6739572907509985
198,198,0.0,1.0,4.0,3.0,0.8560718714877069,0.9743938655526208,0.1934571906955732,-0.7325582680165651,-0.42828956637154025,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,2.46152652137632
199,199,0.0,3.0,2.0,3.0,0.8560718714877069,0.27232937388945866,0.5458914176138353,-0.7325582680165651,-0.42828956637154025,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,2.841256054683399
200,200,3.0,0.0,1.0,3.0,0.8560718714877069,-0.6327891776749888,1.4272669604430885,1.1247212753708395,-0.42828956637154025,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,2.9717395908877777
201,201,1.0,1.0,2.0,0.0,0.8560718714877069,0.27232937388945866,-0.7634270526194575,-0.7325582680165651,-0.42828956637154025,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,2.7540130337945654
202,202,3.0,3.0,2.0,1.0,0.16805797696524175,0.9743938655526208,-0.8882851518903232,1.1247212753708395,-0.42828956637154025,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2.563023665156339
203,203,1.0,1.0,2.0,1.0,0.8560718714877069,0.9743938655526208,-1.5913892898469044,-0.7325582680165651,-0.42828956637154025,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,2.6533555267354014
204,204,3.0,0.0,2.0,3.0,0.8560718714877069,-1.9084821266066496,0.3741946745597562,1.1247212753708395,2.334868926348074,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,2.850173293779758
205,205,1.0,0.0,2.0,3.0,0.16805797696524175,0.9743938655526208,0.3741946745597562,2.442482082600276,2.334868926348074,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,2.6997394922169446
206,206,3.0,0.0,2.0,3.0,0.8560718714877069,0.9743938655526208,0.7883370150256162,2.442482082600276,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,2.9506934496853963
207,207,0.0,0.0,2.0,1.0,0.8560718714877069,0.27232937388945866,-0.8882851518903232,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2.8312165585560294
208,208,1.0,1.0,2.0,0.0,-0.7189462043616851,-0.6327891776749888,-1.5913892898469044,-0.7325582680165651,-0.42828956637154025,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,2.7308033522083415
209,209,3.0,1.0,3.0,1.0,0.16805797696524175,-0.6327891776749888,1.6162992522530661,-0.7325582680165651,-0.42828956637154025,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2.8281953502722517
210,210,3.0,0.0,4.0,0.0,-1.9691083823833906,-0.6327891776749888,-0.09684686911339761,1.1247212753708395,2.334868926348074,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3.4878451201114355
211,211,3.0,1.0,4.0,3.0,-0.7189462043616851,0.9743938655526208,0.9409496659236648,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,2.285342850666015
212,212,1.0,2.0,2.0,4.0,-0.7189462043616851,0.9743938655526208,1.2952037812167485,1.1247212753708395,-0.42828956637154025,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,2.5731702110733345
213,213,2.0,3.0,2.0,3.0,0.8560718714877069,0.9743938655526208,2.2320159967368913,-0.7325582680165651,-0.42828956637154025,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,2.1998727350698912
214,214,3.0,0.0,4.0,3.0,0.8560718714877069,-0.6327891776749888,1.3618703291021321,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,2.2472468449103773
215,215,0.0,0.0,4.0,1.0,-1.9691083823833906,0.27232937388945866,0.46111626254523286,1.1247212753708395,-0.42828956637154025,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,3.514245097168132
216,216,1.0,2.0,2.0,1.0,0.16805797696524175,-1.9084821266066496,-0.3049844931357204,-0.7325582680165651,-0.42828956637154025,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,2.730832274419859
217,217,2.0,1.0,2.0,0.0,-0.7189462043616851,-0.6327891776749888,-1.292660147678095,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,2.290917530689121
218,218,1.0,1.0,2.0,0.0,-0.7189462043616851,-0.6327891776749888,-1.152509286646336,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,2.4895878495595
219,219,3.0,1.0,2.0,0.0,-0.7189462043616851,0.9743938655526208,2.1279710847830837,-0.7325582680165651,-0.42828956637154025,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,3.0105191788440835
220,220,0.0,1.0,2.0,2.0,0.8560718714877069,-1.9084821266066496,-0.8882851518903232,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,2.5105175477900876
221,221,1.0,1.0,4.0,0.0,0.8560718714877069,0.9743938655526208,-1.292660147678095,-0.7325582680165651,-0.42828956637154025,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2.764541842298856
222,222,3.0,1.0,2.0,0.0,0.8560718714877069,-0.6327891776749888,-0.4139847381682897,1.1247212753708395,-0.42828956637154025,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,2.5585082507002785
223,223,3.0,3.0,4.0,0.0,0.8560718714877069,0.9743938655526208,-0.19933863951675831,1.1247212753708395,2.334868926348074,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,2.4851356150219996
224,224,3.0,1.0,2.0,0.0,0.16805797696524175,-0.6327891776749888,-0.4139847381682897,-0.7325582680165651,-0.42828956637154025,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,3.0463737310527166
225,225,3.0,2.0,2.0,0.0,0.8560718714877069,-0.6327891776749888,-0.7634270526194575,1.1247212753708395,-0.42828956637154025,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.1791237254745774
226,226,0.0,1.0,3.0,1.0,-1.9691083823833906,-0.6327891776749888,-0.7634270526194575,1.1247212753708395,-0.42828956637154025,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,2.3901900172836923
227,227,1.0,1.0,2.0,3.0,0.8560718714877069,0.9743938655526208,1.491441152982199,-0.7325582680165651,-0.42828956637154025,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,3.497263962306621
228,228,3.0,1.0,2.0,1.0,0.8560718714877069,-0.6327891776749888,-1.4387766389488574,-0.7325582680165651,-0.42828956637154025,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3.1699681739968923
229,229,1.0,1.0,2.0,2.0,0.8560718714877069,-1.9084821266066496,-1.4387766389488574,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,2.5024754510837655
230,230,2.0,1.0,2.0,0.0,0.8560718714877069,-0.6327891776749888,-0.8882851518903232,-0.7325582680165651,-0.42828956637154025,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2.3111728458126786
231,231,3.0,1.0,1.0,3.0,-0.7189462043616851,0.9743938655526208,1.3618703291021321,-0.7325582680165651,-0.42828956637154025,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,3.399327532158679
232,232,3.0,1.0,0.0,1.0,0.16805797696524175,-1.9084821266066496,0.09939050265205127,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2.9901156639591484
233,233,0.0,1.0,2.0,0.0,0.8560718714877069,-0.6327891776749888,-1.01785597577039,-0.7325582680165651,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,2.2975646717921454
234,234,3.0,0.0,2.0,1.0,-0.7189462043616851,-1.9084821266066496,0.7094089564688949,2.442482082600276,2.334868926348074,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,4.562325227089182
235,235,1.0,1.0,2.0,4.0,0.8560718714877069,-0.6327891776749888,-0.4139847381682897,-0.7325582680165651,2.334868926348074,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,2.3327358926440507
236,236,0.0,1.0,4.0,4.0,-1.9691083823833906,-0.6327891776749888,-1.292660147678095,-0.7325582680165651,-0.42828956637154025,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,4.9261054336890515
237,237,0.0,1.0,0.0,3.0,0.8560718714877069,-0.6327891776749888,1.9657415667042326,1.1247212753708395,-0.42828956637154025,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,2.5641447622714955
238,238,3.0,0.0,2.0,0.0,0.8560718714877069,-0.6327891776749888,0.09939050265205127,1.1247212753708395,-0.42828956637154025,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2.793016814738408
239,239,1.0,1.0,2.0,3.0,-1.9691083823833906,0.27232937388945866,0.46111626254523286,-0.7325582680165651,2.334868926348074,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2.281081286036848
240,240,1.0,1.0,4.0,3.0,0.8560718714877069,-0.6327891776749888,-0.5265593919971416,-0.7325582680165651,-0.42828956637154025,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,2.1187572108201413
241,241,3.0,1.0,2.0,1.0,0.16805797696524175,-0.6327891776749888,1.3618703291021321,-0.7325582680165651,2.334868926348074,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3.790131718872139
242,242,1.0,2.0,2.0,3.0,0.16805797696524175,0.9743938655526208,-1.152509286646336,1.1247212753708395,2.334868926348074,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,2.1673958287528463
243,243,3.0,0.0,2.0,0.0,0.16805797696524175,-0.6327891776749888,-0.7634270526194575,1.1247212753708395,-0.42828956637154025,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2.759641845936062
